SalesOrderID,OrderDate,ShipDate,DateKey,CustomerKey,ProductKey,TerritoryKey,OrderQuantity,UnitPrice,DiscountPercent,SalesAmount,TotalProductCost,TaxAmount,FreightAmount,OrderStatus
11299,2024-06-03,2024-06-11,20240603,1036,11,1,8,1363.75,0.0,10910.0,4605.68,872.8,28.06,Cancelled
11300,2022-08-29,2022-09-08,20220829,190,158,3,5,21.16,0.0,105.8,56.35,8.46,2.29,Delivered
11301,2024-02-15,2024-02-17,20240215,687,25,3,5,135.83,0.1,611.24,408.65,48.9,1.66,Delivered
11302,2023-05-09,2023-05-12,20230509,229,31,3,7,84.03,0.05,558.8,280.07,44.7,12.18,Shipped
11303,2023-10-05,2023-10-09,20231005,1854,154,5,8,37.92,0.05,288.19,167.28,23.06,7.68,Delivered
11304,2023-07-25,2023-07-30,20230725,1488,123,3,1,40.74,0.15,34.63,16.68,2.77,13.48,Returned
11305,2023-02-07,2023-02-09,20230207,1538,114,6,2,38.14,0.15,64.84,55.72,5.19,2.03,Delivered
11306,2023-07-12,2023-07-19,20230712,1647,125,3,7,12.52,0.0,87.64,50.89,7.01,13.22,Delivered
11307,2024-02-09,2024-02-10,20240209,476,94,5,1,37.76,0.05,35.87,23.06,2.87,2.03,Shipped
11308,2024-02-05,2024-02-13,20240205,1858,143,1,8,49.72,0.05,377.87,245.76,30.23,8.24,Delivered
11309,2022-04-17,2022-04-24,20220417,86,61,6,7,232.91,0.05,1548.85,789.04,123.91,12.61,Shipped
11310,2024-12-23,2024-12-25,20241223,1297,166,2,7,70.92,0.0,496.44,210.49,39.72,9.73,Shipped
11311,2023-03-20,2023-03-30,20230320,1214,12,4,2,1415.97,0.0,2831.94,1020.22,226.56,36.83,Delivered
11312,2022-10-21,2022-10-27,20221021,48,35,8,5,99.6,0.15,423.3,309.0,33.86,3.8,Delivered
11313,2024-08-15,2024-08-25,20240815,474,94,7,2,45.11,0.2,72.18,46.12,5.77,3.61,Shipped
11314,2024-12-28,2025-01-04,20241228,273,12,5,8,1663.85,0.2,10648.64,4080.88,851.89,42.8,Delivered
11315,2023-06-12,2023-06-17,20230612,1210,162,5,3,25.09,0.0,75.27,38.52,6.02,11.46,Delivered
11316,2023-11-06,2023-11-10,20231106,186,132,7,2,58.96,0.15,100.23,48.54,8.02,8.85,Delivered
11317,2023-12-19,2023-12-28,20231219,581,55,3,5,186.15,0.05,884.21,321.9,70.74,14.72,Delivered
11318,2024-01-30,2024-02-02,20240130,1011,32,1,8,76.2,0.15,518.16,495.04,41.45,6.7,Delivered
11319,2024-04-16,2024-04-18,20240416,1722,108,1,3,91.07,0.05,259.55,133.77,20.76,1.43,Delivered
11320,2022-11-12,2022-11-19,20221112,33,104,6,3,94.94,0.2,227.86,114.78,18.23,14.92,Delivered
11321,2022-02-25,2022-02-27,20220225,1956,96,2,4,75.24,0.0,300.96,168.8,24.08,7.18,Delivered
11322,2022-07-12,2022-07-18,20220712,111,109,3,6,89.8,0.1,484.92,204.6,38.79,1.87,Delivered
11323,2023-09-11,2023-09-13,20230911,503,54,7,6,73.36,0.1,396.14,307.26,31.69,4.71,Returned
11324,2024-01-19,2024-01-23,20240119,1393,25,6,6,138.91,0.05,791.79,490.38,63.34,9.17,Delivered
11325,2022-09-10,2022-09-20,20220910,1554,21,7,7,19.7,0.15,117.22,94.71,9.38,14.11,Delivered
11326,2024-05-29,2024-06-04,20240529,1813,100,8,2,45.75,0.0,91.5,41.92,7.32,13.34,Delivered
11327,2024-07-31,2024-08-07,20240731,1956,141,3,1,65.36,0.05,62.09,31.73,4.97,1.69,Cancelled
11328,2024-09-06,2024-09-14,20240906,1111,23,2,5,209.27,0.0,1046.35,748.25,83.71,12.28,Delivered
11329,2022-12-02,2022-12-03,20221202,738,155,3,7,27.45,0.0,192.15,56.49,15.37,3.66,Delivered
11330,2024-09-08,2024-09-12,20240908,431,35,3,7,98.77,0.0,691.39,432.6,55.31,3.6,Delivered
11331,2022-12-02,2022-12-09,20221202,771,118,4,3,6.0,0.05,17.1,7.56,1.37,7.63,Delivered
11332,2022-11-23,2022-11-27,20221123,1777,137,3,6,41.99,0.0,251.94,101.16,20.16,2.91,Shipped
11333,2022-07-12,2022-07-17,20220712,134,1,3,7,899.44,0.0,6296.08,2626.47,503.69,34.97,Delivered
11334,2023-08-24,2023-08-27,20230824,1970,55,3,5,137.23,0.0,686.15,321.9,54.89,9.47,Delivered
11335,2022-01-19,2022-01-27,20220119,1680,85,6,6,41.54,0.0,249.24,173.58,19.94,12.8,Shipped
11336,2024-03-07,2024-03-08,20240307,663,114,4,7,44.37,0.1,279.53,195.02,22.36,9.71,Delivered
11337,2023-03-29,2023-03-31,20230329,8,8,3,7,894.44,0.0,6261.08,2705.22,500.89,11.96,Delivered
11338,2024-06-04,2024-06-07,20240604,1010,33,2,8,329.28,0.0,2634.24,1573.6,210.74,3.85,Delivered
11339,2024-11-02,2024-11-03,20241102,823,102,8,5,88.65,0.0,443.25,150.0,35.46,13.96,Shipped
11340,2024-01-11,2024-01-12,20240111,776,61,5,1,207.52,0.0,207.52,112.72,16.6,3.37,Shipped
11341,2023-08-13,2023-08-15,20230813,1312,10,3,8,2610.46,0.0,20883.68,11966.8,1670.69,33.57,Delivered
11342,2023-07-08,2023-07-09,20230708,1779,166,3,7,62.1,0.2,347.76,210.49,27.82,6.14,Delivered
11343,2024-05-10,2024-05-13,20240510,1166,96,1,1,85.72,0.05,81.43,42.2,6.51,12.63,Delivered
11344,2023-05-17,2023-05-24,20230517,1649,49,7,6,150.26,0.2,721.25,345.84,57.7,12.33,Delivered
11345,2023-06-22,2023-06-29,20230622,580,19,4,8,3352.53,0.1,24138.22,15849.2,1931.06,23.4,Shipped
11346,2023-03-22,2023-04-01,20230322,1392,147,5,8,36.43,0.2,233.15,194.08,18.65,8.58,Delivered
11347,2022-06-08,2022-06-13,20220608,1872,154,6,7,37.48,0.15,223.01,146.37,17.84,9.68,Delivered
11348,2022-01-30,2022-02-04,20220130,1439,153,7,4,34.99,0.05,132.96,104.88,10.64,11.85,Delivered
11349,2022-09-19,2022-09-22,20220919,1998,57,3,5,73.62,0.0,368.1,238.95,29.45,2.83,Delivered
11350,2024-12-28,2024-12-30,20241228,675,27,1,5,111.38,0.0,556.9,285.0,44.55,4.19,Shipped
11351,2022-05-30,2022-06-02,20220530,895,116,5,3,41.5,0.0,124.5,81.81,9.96,12.43,Returned
11352,2023-09-07,2023-09-10,20230907,331,164,8,6,54.63,0.05,311.39,220.86,24.91,11.45,Shipped
11353,2024-11-17,2024-11-26,20241117,290,135,8,3,49.88,0.1,134.68,67.38,10.77,10.0,Shipped
11354,2023-08-18,2023-08-20,20230818,1070,100,4,1,44.5,0.0,44.5,20.96,3.56,14.82,Delivered
11355,2023-06-08,2023-06-18,20230608,758,165,5,7,62.21,0.15,370.15,188.72,29.61,14.71,Delivered
11356,2023-10-27,2023-11-05,20231027,1407,110,7,8,81.82,0.1,589.1,269.12,47.13,11.85,Delivered
11357,2023-05-10,2023-05-11,20230510,1758,159,1,8,64.14,0.05,487.46,321.76,39.0,12.26,Delivered
11358,2022-05-02,2022-05-12,20220502,855,37,7,2,166.5,0.0,333.0,222.28,26.64,1.1,Delivered
11359,2023-10-15,2023-10-23,20231015,833,130,7,5,10.04,0.15,42.67,23.75,3.41,13.98,Delivered
11360,2024-01-05,2024-01-13,20240105,205,91,1,3,17.5,0.05,49.88,23.49,3.99,4.84,Shipped
11361,2024-12-08,2024-12-16,20241208,1068,87,1,7,102.93,0.2,576.41,333.48,46.11,2.86,Delivered
11362,2024-04-29,2024-05-06,20240429,523,91,5,6,18.96,0.0,113.76,46.98,9.1,13.48,Delivered
11363,2024-11-15,2024-11-25,20241115,968,157,4,5,40.9,0.2,163.6,81.45,13.09,12.87,Delivered
11364,2024-04-12,2024-04-21,20240412,35,110,1,4,84.59,0.2,270.69,134.56,21.66,7.58,Delivered
11365,2024-07-15,2024-07-16,20240715,837,63,5,4,142.36,0.1,512.5,362.56,41.0,5.18,Delivered
11366,2023-03-11,2023-03-20,20230311,843,165,1,1,55.3,0.2,44.24,26.96,3.54,10.71,Delivered
11367,2024-12-31,2025-01-04,20241231,1247,8,1,5,1155.22,0.0,5776.1,1932.3,462.09,14.3,Delivered
11368,2024-06-06,2024-06-08,20240606,975,156,8,8,10.97,0.2,70.21,51.52,5.62,13.53,Shipped
11369,2023-07-13,2023-07-19,20230713,1138,40,5,5,79.51,0.0,397.55,235.65,31.8,6.45,Delivered
11370,2023-09-04,2023-09-10,20230904,951,11,8,4,1120.91,0.2,3586.91,2302.84,286.95,18.86,Delivered
11371,2024-11-09,2024-11-10,20241109,660,147,1,8,46.56,0.0,372.48,194.08,29.8,9.02,Delivered
11372,2022-04-03,2022-04-06,20220403,3,111,1,3,59.02,0.0,177.06,89.13,14.16,4.78,Delivered
11373,2022-07-04,2022-07-10,20220704,1230,136,1,3,70.56,0.0,211.68,116.4,16.93,9.55,Delivered
11374,2023-10-02,2023-10-05,20231002,466,11,8,2,1159.93,0.05,2203.87,1151.42,176.31,30.93,Delivered
11375,2024-06-13,2024-06-21,20240613,1249,93,2,6,94.72,0.0,568.32,229.08,45.47,10.19,Delivered
11376,2024-05-21,2024-05-26,20240521,1478,134,3,3,6.18,0.1,16.69,11.34,1.34,8.31,Delivered
11377,2023-10-18,2023-10-27,20231018,1427,102,4,5,61.54,0.05,292.32,150.0,23.39,3.23,Delivered
11378,2024-05-29,2024-05-30,20240529,739,165,8,7,60.44,0.2,338.46,188.72,27.08,4.92,Delivered
11379,2024-09-11,2024-09-16,20240911,430,133,1,2,23.15,0.05,43.98,18.44,3.52,3.69,Delivered
11380,2023-01-08,2023-01-18,20230108,1346,55,2,2,121.04,0.2,193.66,128.76,15.49,8.41,Delivered
11381,2024-10-22,2024-10-25,20241022,1596,76,6,3,51.24,0.2,122.98,61.92,9.84,6.07,Delivered
11382,2024-04-28,2024-05-08,20240428,1216,141,8,1,64.92,0.0,64.92,31.73,5.19,4.3,Delivered
11383,2023-03-27,2023-04-04,20230327,923,31,1,1,98.02,0.0,98.02,40.01,7.84,4.19,Shipped
11384,2024-05-27,2024-06-02,20240527,1788,70,8,8,95.21,0.1,685.51,342.88,54.84,4.93,Cancelled
11385,2023-10-24,2023-10-29,20231024,1285,19,2,8,3126.57,0.0,25012.56,15849.2,2001.0,16.18,Cancelled
11386,2022-03-23,2022-03-31,20220323,948,54,1,2,73.91,0.0,147.82,102.42,11.83,5.49,Delivered
11387,2023-09-12,2023-09-18,20230912,1247,131,5,7,44.67,0.2,250.15,183.19,20.01,8.7,Delivered
11388,2024-06-26,2024-07-03,20240626,1076,53,7,1,73.6,0.0,73.6,38.29,5.89,10.59,Shipped
11389,2023-05-03,2023-05-13,20230503,1396,103,1,2,85.27,0.15,144.96,73.48,11.6,12.01,Delivered
11390,2023-11-15,2023-11-17,20231115,1800,141,7,2,74.43,0.1,133.97,63.46,10.72,10.06,Delivered
11391,2022-07-21,2022-07-30,20220721,1671,35,7,1,115.21,0.05,109.45,61.8,8.76,1.1,Delivered
11392,2022-03-17,2022-03-19,20220317,932,13,3,3,2268.81,0.2,5445.14,3613.14,435.61,9.16,Delivered
11393,2023-04-19,2023-04-23,20230419,1855,71,1,7,108.68,0.1,684.68,494.9,54.77,13.63,Delivered
11394,2023-10-10,2023-10-11,20231010,1006,108,4,6,93.36,0.1,504.14,267.54,40.33,6.79,Cancelled
11395,2023-01-27,2023-02-02,20230127,1415,91,2,8,16.79,0.05,127.6,62.64,10.21,7.19,Delivered
11396,2023-03-23,2023-03-25,20230323,675,83,6,6,70.97,0.15,361.95,247.38,28.96,12.82,Delivered
11397,2022-03-09,2022-03-15,20220309,1319,33,4,2,302.14,0.1,543.85,393.4,43.51,9.45,Delivered
11398,2023-07-28,2023-08-02,20230728,638,12,2,6,1556.03,0.1,8402.56,3060.66,672.2,11.79,Delivered
11399,2023-09-24,2023-10-02,20230924,1335,14,6,2,2712.38,0.0,5424.76,2695.98,433.98,44.07,Delivered
11400,2023-02-11,2023-02-18,20230211,910,138,2,2,25.76,0.2,41.22,39.92,3.3,6.51,Delivered
11401,2024-06-15,2024-06-23,20240615,915,159,5,1,79.28,0.0,79.28,40.22,6.34,4.25,Delivered
11402,2023-07-01,2023-07-07,20230701,1050,110,5,5,84.85,0.05,403.04,168.2,32.24,9.04,Shipped
11403,2023-04-20,2023-04-27,20230420,1954,110,3,5,84.31,0.0,421.55,168.2,33.72,7.05,Delivered
11404,2024-09-09,2024-09-13,20240909,1037,128,8,4,37.15,0.0,148.6,71.64,11.89,9.15,Delivered
11405,2022-11-25,2022-12-05,20221125,1357,38,4,8,43.66,0.1,314.35,112.48,25.15,6.51,Delivered
11406,2022-10-07,2022-10-17,20221007,679,23,3,6,233.25,0.15,1189.58,897.9,95.17,5.26,Cancelled
11407,2023-04-10,2023-04-14,20230410,615,45,6,2,96.29,0.15,163.69,112.92,13.1,6.22,Delivered
11408,2023-06-05,2023-06-14,20230605,1195,64,4,7,182.13,0.0,1274.91,576.94,101.99,14.25,Delivered
11409,2024-02-27,2024-03-06,20240227,797,66,6,3,207.5,0.0,622.5,301.02,49.8,11.4,Delivered
11410,2022-06-18,2022-06-26,20220618,1518,69,1,2,98.95,0.05,188.0,110.02,15.04,1.04,Returned
11411,2022-12-06,2022-12-08,20221206,1361,132,5,2,57.51,0.1,103.52,48.54,8.28,2.01,Delivered
11412,2022-07-22,2022-07-26,20220722,1716,77,1,5,48.5,0.05,230.38,113.65,18.43,10.79,Delivered
11413,2023-06-07,2023-06-16,20230607,1422,53,3,8,73.03,0.0,584.24,306.32,46.74,1.36,Delivered
11414,2022-09-14,2022-09-23,20220914,592,104,3,4,82.68,0.2,264.58,153.04,21.17,14.08,Delivered
11415,2023-12-14,2023-12-15,20231214,1487,148,4,7,80.31,0.0,562.17,273.98,44.97,2.63,Delivered
11416,2024-07-15,2024-07-23,20240715,1229,32,2,7,108.4,0.05,720.86,433.16,57.67,7.1,Shipped
11417,2023-10-04,2023-10-11,20231004,570,62,3,3,77.03,0.0,231.09,130.68,18.49,2.88,Shipped
11418,2023-03-27,2023-04-01,20230327,1206,158,7,1,18.59,0.0,18.59,11.27,1.49,11.15,Delivered
11419,2024-05-12,2024-05-20,20240512,1265,92,2,1,98.12,0.2,78.5,46.5,6.28,7.33,Delivered
11420,2023-09-16,2023-09-21,20230916,247,104,4,5,74.24,0.1,334.08,191.3,26.73,3.3,Delivered
11421,2023-12-19,2023-12-21,20231219,623,118,3,7,6.65,0.05,44.22,17.64,3.54,13.34,Delivered
11422,2024-02-11,2024-02-12,20240211,1126,29,4,7,227.91,0.2,1276.3,813.68,102.1,2.8,Shipped
11423,2024-01-01,2024-01-08,20240101,1298,157,3,6,30.07,0.2,144.34,97.74,11.55,3.21,Delivered
11424,2024-06-17,2024-06-24,20240617,1663,68,6,2,177.78,0.0,355.56,152.88,28.44,1.37,Shipped
11425,2023-01-02,2023-01-08,20230102,131,88,5,4,28.01,0.2,89.63,45.48,7.17,14.56,Returned
11426,2023-06-08,2023-06-17,20230608,986,103,1,3,93.8,0.1,253.26,110.22,20.26,4.2,Delivered
11427,2023-05-09,2023-05-13,20230509,518,17,2,6,1986.58,0.15,10131.56,8575.56,810.52,34.04,Delivered
11428,2024-09-14,2024-09-19,20240914,1699,149,8,4,57.63,0.0,230.52,95.36,18.44,2.6,Delivered
11429,2024-08-13,2024-08-23,20240813,438,82,1,2,89.15,0.15,151.56,128.26,12.12,1.11,Delivered
11430,2023-08-08,2023-08-12,20230808,1015,113,6,7,24.39,0.1,153.66,110.88,12.29,3.72,Delivered
11431,2022-05-03,2022-05-05,20220503,984,138,6,4,27.48,0.0,109.92,79.84,8.79,9.15,Shipped
11432,2022-05-13,2022-05-18,20220513,888,59,1,8,93.33,0.0,746.64,451.6,59.73,9.84,Delivered
11433,2022-06-08,2022-06-17,20220608,200,117,6,1,53.1,0.05,50.44,20.34,4.04,9.83,Delivered
11434,2022-09-21,2022-09-27,20220921,1719,117,1,1,46.67,0.1,42.0,20.34,3.36,10.12,Shipped
11435,2024-05-26,2024-06-05,20240526,501,51,4,2,309.11,0.0,618.22,392.32,49.46,3.51,Shipped
11436,2022-03-10,2022-03-11,20220310,400,48,6,1,178.1,0.1,160.29,77.82,12.82,7.04,Cancelled
11437,2023-11-18,2023-11-19,20231118,1875,84,5,3,34.12,0.15,87.01,38.52,6.96,2.34,Delivered
11438,2022-02-25,2022-03-04,20220225,984,105,3,1,93.18,0.0,93.18,61.62,7.45,4.59,Shipped
11439,2024-04-02,2024-04-09,20240402,422,64,1,3,148.45,0.2,356.28,247.26,28.5,2.91,Shipped
11440,2023-10-17,2023-10-21,20231017,268,151,3,3,15.81,0.0,47.43,21.96,3.79,6.21,Delivered
11441,2022-07-15,2022-07-25,20220715,1742,12,5,2,1352.88,0.0,2705.76,1020.22,216.46,13.75,Delivered
11442,2022-07-26,2022-07-30,20220726,1315,59,2,3,99.83,0.1,269.54,169.35,21.56,6.3,Delivered
11443,2022-11-21,2022-11-25,20221121,521,154,6,6,50.49,0.05,287.79,125.46,23.02,10.51,Shipped
11444,2023-09-16,2023-09-19,20230916,819,129,7,5,27.13,0.0,135.65,78.4,10.85,9.53,Delivered
11445,2022-12-21,2022-12-26,20221221,1049,150,1,7,68.08,0.0,476.56,192.5,38.12,3.43,Delivered
11446,2024-01-01,2024-01-05,20240101,1537,112,4,8,19.19,0.05,145.84,66.64,11.67,9.75,Delivered
11447,2024-01-09,2024-01-12,20240109,967,160,6,4,55.89,0.2,178.85,157.72,14.31,11.84,Delivered
11448,2024-02-25,2024-03-03,20240225,1668,95,7,6,9.58,0.0,57.48,32.52,4.6,4.75,Returned
11449,2024-01-28,2024-02-01,20240128,1047,164,2,1,50.97,0.05,48.42,36.81,3.87,6.83,Delivered
11450,2024-01-27,2024-01-31,20240127,829,64,5,6,134.31,0.05,765.57,494.52,61.25,11.88,Returned
11451,2024-03-17,2024-03-24,20240317,1366,82,7,4,92.29,0.1,332.24,256.52,26.58,9.13,Shipped
11452,2023-11-26,2023-11-30,20231126,594,40,7,4,106.46,0.15,361.96,188.52,28.96,11.57,Delivered
11453,2022-11-05,2022-11-10,20221105,694,27,7,8,102.79,0.15,698.97,456.0,55.92,7.41,Returned
11454,2023-04-05,2023-04-11,20230405,436,70,7,5,101.12,0.0,505.6,214.3,40.45,8.0,Delivered
11455,2022-02-23,2022-03-02,20220223,806,26,4,3,170.72,0.05,486.55,266.61,38.92,9.26,Delivered
11456,2022-06-08,2022-06-15,20220608,726,25,7,4,169.23,0.1,609.23,326.92,48.74,2.17,Delivered
11457,2024-11-21,2024-11-25,20241121,182,119,8,1,24.44,0.05,23.22,11.92,1.86,12.29,Shipped
11458,2022-05-01,2022-05-09,20220501,1588,43,7,1,137.6,0.0,137.6,55.14,11.01,8.51,Delivered
11459,2022-02-09,2022-02-18,20220209,792,36,2,5,74.08,0.0,370.4,161.6,29.63,2.85,Cancelled
11460,2024-03-26,2024-03-30,20240326,1574,152,6,5,24.71,0.05,117.37,59.05,9.39,6.56,Delivered
11461,2022-10-23,2022-11-02,20221023,337,163,7,7,67.05,0.0,469.35,215.39,37.55,5.82,Delivered
11462,2023-01-27,2023-02-06,20230127,943,28,5,3,75.14,0.1,202.88,101.43,16.23,13.05,Shipped
11463,2024-03-20,2024-03-30,20240320,1036,68,7,2,180.44,0.0,360.88,152.88,28.87,3.54,Delivered
11464,2024-02-24,2024-02-29,20240224,943,146,1,2,35.5,0.05,67.45,40.74,5.4,14.85,Delivered
11465,2023-04-05,2023-04-09,20230405,452,85,6,2,40.29,0.05,76.55,57.86,6.12,2.5,Delivered
11466,2022-02-26,2022-02-28,20220226,1590,103,1,4,81.82,0.0,327.28,146.96,26.18,11.24,Delivered
11467,2022-06-16,2022-06-20,20220616,475,58,7,5,283.77,0.0,1418.85,575.25,113.51,7.67,Delivered
11468,2023-02-25,2023-03-02,20230225,1628,137,5,2,27.37,0.2,43.79,33.72,3.5,8.89,Shipped
11469,2022-05-08,2022-05-10,20220508,1011,112,2,4,19.3,0.0,77.2,33.32,6.18,13.72,Shipped
11470,2022-01-22,2022-01-27,20220122,1341,149,3,2,57.43,0.0,114.86,47.68,9.19,12.88,Delivered
11471,2022-03-21,2022-03-24,20220321,1151,136,1,7,69.72,0.0,488.04,271.6,39.04,6.66,Delivered
11472,2022-05-29,2022-06-08,20220529,82,155,4,4,20.44,0.0,81.76,32.28,6.54,14.37,Delivered
11473,2023-11-06,2023-11-11,20231106,535,142,2,3,91.34,0.0,274.02,128.82,21.92,5.47,Delivered
11474,2024-09-06,2024-09-16,20240906,995,25,2,2,142.48,0.1,256.46,163.46,20.52,6.35,Delivered
11475,2024-09-11,2024-09-13,20240911,1620,23,2,8,204.72,0.0,1637.76,1197.2,131.02,11.96,Delivered
11476,2023-09-26,2023-09-27,20230926,622,35,2,8,105.07,0.0,840.56,494.4,67.24,3.26,Delivered
11477,2022-09-02,2022-09-05,20220902,941,137,2,5,30.59,0.05,145.3,84.3,11.62,14.07,Delivered
11478,2023-03-13,2023-03-20,20230313,1740,122,4,6,55.86,0.0,335.16,191.76,26.81,13.04,Delivered
11479,2023-05-05,2023-05-14,20230505,77,21,7,8,19.27,0.0,154.16,108.24,12.33,10.21,Shipped
11480,2023-08-10,2023-08-13,20230810,1314,64,2,3,148.2,0.0,444.6,247.26,35.57,13.28,Delivered
11481,2022-06-18,2022-06-24,20220618,679,56,3,1,243.32,0.15,206.82,146.34,16.55,7.07,Delivered
11482,2024-04-12,2024-04-21,20240412,1668,65,8,6,212.27,0.0,1273.62,615.42,101.89,3.46,Delivered
11483,2022-06-03,2022-06-04,20220603,1297,36,8,6,86.32,0.15,440.23,193.92,35.22,12.32,Delivered
11484,2023-07-20,2023-07-29,20230720,1874,135,4,6,43.79,0.1,236.47,134.76,18.92,4.95,Cancelled
11485,2022-03-04,2022-03-10,20220304,1211,28,7,6,79.39,0.0,476.34,202.86,38.11,14.15,Delivered
11486,2024-01-16,2024-01-25,20240116,1816,76,2,3,45.87,0.0,137.61,61.92,11.01,7.28,Delivered
11487,2024-03-09,2024-03-16,20240309,1558,35,1,6,100.69,0.0,604.14,370.8,48.33,4.63,Delivered
11488,2022-03-29,2022-03-31,20220329,1760,76,7,5,45.18,0.0,225.9,103.2,18.07,1.07,Delivered
11489,2024-05-12,2024-05-15,20240512,83,67,1,8,212.46,0.0,1699.68,1020.72,135.97,13.28,Returned
11490,2024-04-23,2024-04-30,20240423,1228,139,8,1,23.14,0.2,18.51,14.29,1.48,11.64,Shipped
11491,2022-10-16,2022-10-17,20221016,835,121,6,3,44.23,0.15,112.79,93.99,9.02,2.56,Delivered
11492,2022-11-27,2022-11-30,20221127,293,59,1,3,114.41,0.1,308.91,169.35,24.71,3.17,Delivered
11493,2024-08-22,2024-08-28,20240822,1078,40,5,4,75.39,0.1,271.4,188.52,21.71,9.27,Shipped
11494,2023-07-13,2023-07-15,20230713,1488,10,6,5,2720.89,0.2,10883.56,7479.25,870.68,7.86,Delivered
11495,2022-07-28,2022-07-30,20220728,711,64,6,1,182.95,0.2,146.36,82.42,11.71,5.4,Returned
11496,2024-06-26,2024-06-29,20240626,1570,43,7,3,150.92,0.0,452.76,165.42,36.22,12.08,Delivered
11497,2024-01-07,2024-01-15,20240107,84,143,1,8,54.26,0.0,434.08,245.76,34.73,2.79,Delivered
11498,2022-02-18,2022-02-23,20220218,1274,27,4,5,81.42,0.15,346.04,285.0,27.68,14.21,Delivered
11499,2023-11-13,2023-11-16,20231113,1559,131,7,2,65.65,0.0,131.3,52.34,10.5,5.03,Delivered
11500,2023-08-13,2023-08-16,20230813,75,141,4,3,56.57,0.1,152.74,95.19,12.22,10.44,Shipped
11501,2023-03-31,2023-04-06,20230331,1870,128,2,1,36.04,0.0,36.04,17.91,2.88,7.51,Delivered
11502,2022-07-19,2022-07-23,20220719,1486,159,7,8,71.72,0.0,573.76,321.76,45.9,12.51,Delivered
11503,2022-01-29,2022-02-04,20220129,1132,85,5,6,42.15,0.05,240.25,173.58,19.22,11.98,Delivered
11504,2022-02-12,2022-02-21,20220212,383,72,1,1,88.95,0.1,80.06,52.14,6.4,14.51,Delivered
11505,2024-01-06,2024-01-09,20240106,1245,134,7,7,5.38,0.0,37.66,26.46,3.01,11.19,Delivered
11506,2024-07-30,2024-08-03,20240730,927,60,6,5,136.5,0.0,682.5,254.15,54.6,2.16,Shipped
11507,2024-04-28,2024-04-30,20240428,857,58,6,2,231.81,0.1,417.26,230.1,33.38,1.82,Delivered
11508,2022-02-11,2022-02-20,20220211,399,72,7,8,87.43,0.1,629.5,417.12,50.36,9.59,Delivered
11509,2023-09-10,2023-09-18,20230910,1761,128,5,3,34.05,0.2,81.72,53.73,6.54,1.13,Delivered
11510,2023-05-08,2023-05-11,20230508,357,65,5,4,211.01,0.0,844.04,410.28,67.52,11.74,Shipped
11511,2022-09-16,2022-09-21,20220916,1475,29,2,6,257.33,0.2,1235.18,697.44,98.81,6.58,Delivered
11512,2023-11-24,2023-11-30,20231124,578,118,7,1,6.12,0.2,4.9,2.52,0.39,7.99,Shipped
11513,2023-07-23,2023-07-26,20230723,927,95,3,1,11.1,0.2,8.88,5.42,0.71,3.98,Delivered
11514,2023-11-24,2023-12-04,20231124,735,75,3,3,51.32,0.2,123.17,53.37,9.85,2.16,Delivered
11515,2023-04-09,2023-04-10,20230409,42,72,2,3,95.36,0.05,271.78,156.42,21.74,3.57,Delivered
11516,2022-07-23,2022-07-31,20220723,1949,76,5,3,53.9,0.2,129.36,61.92,10.35,2.83,Shipped
11517,2024-08-08,2024-08-17,20240808,1854,46,7,2,287.7,0.0,575.4,384.38,46.03,9.26,Delivered
11518,2023-03-06,2023-03-14,20230306,812,2,1,4,2389.37,0.2,7645.98,3443.36,611.68,17.91,Cancelled
11519,2022-09-06,2022-09-10,20220906,322,151,6,1,14.91,0.2,11.93,7.32,0.95,14.13,Shipped
11520,2022-11-06,2022-11-07,20221106,196,108,4,1,114.36,0.0,114.36,44.59,9.15,10.0,Delivered
11521,2023-04-08,2023-04-16,20230408,998,155,1,2,21.51,0.0,43.02,16.14,3.44,1.81,Delivered
11522,2023-12-01,2023-12-08,20231201,772,26,5,3,241.97,0.0,725.91,266.61,58.07,6.27,Delivered
11523,2022-05-12,2022-05-21,20220512,725,95,3,5,9.69,0.05,46.03,27.1,3.68,9.11,Delivered
11524,2023-08-09,2023-08-15,20230809,280,56,8,4,209.26,0.05,795.19,585.36,63.62,10.11,Delivered
11525,2024-12-30,2025-01-01,20241230,679,73,4,7,44.73,0.15,266.14,114.31,21.29,5.03,Delivered
11526,2022-08-31,2022-09-10,20220831,1936,76,2,6,45.84,0.1,247.54,123.84,19.8,10.79,Returned
11527,2024-07-13,2024-07-21,20240713,1985,110,3,7,91.26,0.0,638.82,235.48,51.11,1.82,Delivered
11528,2024-05-06,2024-05-08,20240506,55,33,6,3,303.55,0.2,728.52,590.1,58.28,10.8,Delivered
11529,2022-04-23,2022-04-30,20220423,1633,19,2,1,2990.55,0.0,2990.55,1981.15,239.24,5.91,Delivered
11530,2024-06-23,2024-06-24,20240623,1289,99,3,8,48.85,0.0,390.8,187.36,31.26,5.69,Delivered
11531,2024-09-22,2024-09-24,20240922,729,139,5,3,20.95,0.0,62.85,42.87,5.03,6.3,Delivered
11532,2024-01-23,2024-01-30,20240123,1867,57,5,8,58.08,0.0,464.64,382.32,37.17,12.84,Delivered
11533,2022-03-24,2022-03-25,20220324,929,63,3,6,145.9,0.0,875.4,543.84,70.03,8.98,Delivered
11534,2022-05-30,2022-06-03,20220530,532,37,7,7,165.41,0.15,984.19,777.98,78.74,9.77,Delivered
